8131166797,3470914600,2016-03-04T00:10:05.681+05:30,2016-03-04T00:10:05.681+05:30,SMS,0.8428941,ANSWERED
8131166797,3470914600,2016-01-17T07:28:39.157+05:30,2016-01-17T07:31:25.587+05:30,VOICE,0.22748524,ANSWERED
8131166797,3976557336,2016-03-05T18:44:51.669+05:30,2016-03-05T18:44:51.669+05:30,VOICE,0.41556,ANSWERED
8131166797,4794533137,2016-02-02T09:30:57.015+05:30,2016-02-02T09:33:30.020+05:30,VOICE,0.8428941,ANSWERED
8131166797,5596524704,2016-01-27T01:56:35.448+05:30,2016-01-27T01:59:23.904+05:30,VOICE,0.52268726,ANSWERED
8131166797,4229486404,2016-01-22T07:51:16.941+05:30,2016-01-22T07:51:16.941+05:30,SMS,0.92834604,ANSWERED
8131166797,9163944393,2016-03-02T00:07:07.179+05:30,2016-03-02T00:09:22.678+05:30,VOICE,0.4371317,ANSWERED
9149565512,3945575896,2016-03-04T10:00:16.024+05:30,2016-02-17T07:04:33.179+05:30,SMS,0.40826023,DENINED
9149565512,2263154466,2016-01-18T09:22:06.538+05:30,2016-01-28T07:51:11.651+05:30,SMS,0.6248307,DENINED
9149565512,328956567,2016-03-05T05:40:46.010+05:30,2016-02-13T03:04:46.951+05:30,VOICE,0.479172,ANSWERED
9149565512,8755332784,2016-02-17T07:04:33.179+05:30,2016-02-11T10:00:10.061+05:30,VOICE,0.6606054,ANSWERED
9149565512,6917108187,2016-01-28T07:48:14.773+05:30,2016-02-28T16:06:00.702+05:30,VOICE,0.69000804,ANSWERED
9149565512,7696231595,2016-02-13T03:02:13.713+05:30,2016-03-05T12:55:16.639+05:30,VOICE,0.39084607,ANSWERED
9149565512,2196246155,2016-02-11T09:57:11.001+05:30,2016-01-26T03:34:38.441+05:30,SMS,0.11167997,ANSWERED
9149565512,6808539949,2016-02-28T16:03:54.048+05:30,2016-03-03T00:45:56.511+05:30,VOICE,0.19077021,BUSY
9149565512,9696756010,2016-03-05T12:55:16.639+05:30,2016-01-27T23:01:43.104+05:30,SMS,0.18305779,ANSWERED
9149565512,4005681779,2016-01-26T03:31:42.368+05:30,2016-02-16T01:43:44.031+05:30,VOICE,0.93125194,ANSWERED
9149565512,5522347065,2016-03-03T00:45:56.511+05:30,2016-02-25T01:52:44.824+05:30,VOICE,0.55426353,ANSWERED
9149565512,1256174281,2016-01-27T22:59:05.997+05:30,2016-02-23T05:19:25.692+05:30,SMS,0.675355,ANSWERED
9149565512,4102230534,2016-02-16T01:41:00.072+05:30,2016-02-20T14:11:44.005+05:30,VOICE,0.38808805,ANSWERED
9149565512,6712274352,2016-02-25T01:52:44.824+05:30,2016-02-09T11:09:31.057+05:30,VOICE,0.68250287,ANSWERED
9149565512,7914158983,2016-02-23T05:19:25.692+05:30,2016-01-19T23:05:17.483+05:30,VOICE,0.1521576,ANSWERED
2817504805,3945575896,2016-03-04T10:00:16.024+05:30,2016-03-04T10:02:32.430+05:30,VOICE,0.93125194,ANSWERED
2817504805,2263154466,2016-01-18T09:22:06.538+05:30,2016-01-18T09:22:06.538+05:30,SMS,0.55426353,ANSWERED
2817504805,328956567,2016-03-05T05:40:46.010+05:30,2016-03-05T05:40:46.010+05:30,SMS,0.675355,ANSWERED
2817504805,8755332784,2016-02-17T07:04:33.179+05:30,2016-02-17T07:04:33.179+05:30,SMS,0.38808805,ANSWERED
2817504805,6917108187,2016-01-28T07:48:14.773+05:30,2016-01-28T07:51:11.651+05:30,VOICE,0.68250287,ANSWERED
2817504805,7696231595,2016-02-13T03:02:13.713+05:30,2016-02-13T03:04:46.951+05:30,VOICE,0.1521576,ANSWERED
2817504805,2196246155,2016-02-11T09:57:11.001+05:30,2016-02-11T10:00:10.061+05:30,VOICE,0.5530113,ANSWERED
2817504805,6808539949,2016-02-28T16:03:54.048+05:30,2016-02-28T16:06:00.702+05:30,VOICE,0.16909367,ANSWERED
2817504805,9696756010,2016-03-05T12:55:16.639+05:30,2016-03-05T12:55:16.639+05:30,SMS,0.39204323,ANSWERED
5259203413,4005681779,2016-01-26T03:31:42.368+05:30,2016-01-26T03:34:38.441+05:30,VOICE,0.57960296,ANSWERED
5259203413,5522347065,2016-03-03T00:45:56.511+05:30,2016-03-03T00:45:56.511+05:30,SMS,0.21286345,ANSWERED
5259203413,1256174281,2016-01-27T22:59:05.997+05:30,2016-01-27T23:01:43.104+05:30,VOICE,0.91738105,ANSWERED
5259203413,4102230534,2016-02-16T01:41:00.072+05:30,2016-02-16T01:43:44.031+05:30,VOICE,0.79634416,ANSWERED
5259203413,6712274352,2016-02-25T01:52:44.824+05:30,2016-02-25T01:52:44.824+05:30,SMS,0.1949079,ANSWERED
5259203413,7914158983,2016-02-23T05:19:25.692+05:30,2016-02-23T05:19:25.692+05:30,SMS,0.87699014,ANSWERED
5259203413,5631071194,2016-02-20T14:11:44.005+05:30,2016-02-20T14:11:44.005+05:30,SMS,0.25565916,ANSWERED
5259203413,4074281137,2016-02-09T11:09:31.057+05:30,2016-02-09T11:09:31.057+05:30,SMS,0.83532435,ANSWERED
5259203413,6121256871,2016-01-19T23:05:17.483+05:30,2016-01-19T23:05:17.483+05:30,SMS,0.16095161,ANSWERED
